Sample	Unassigned_MultiMapping	Unassigned_rRNA	Unassigned_Duplicate	Unassigned_Ambiguity	Unassigned_Secondary	Unassigned_Read_Type	Unassigned_Overlapping_Length	Unassigned_Unmapped	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_NonSplit	Unassigned_NoFeatures	Total	Unassigned_Chimera	percent_assigned	Unassigned_FragmentLength	Assigned	reads_aligned	not_aligned	not_aligned_percentage	reads_aligned_percentage	reads_processed	per_sequence_gc_content	per_base_sequence_quality	per_sequence_quality_scores	sequence_length_distribution	total_deduplicated_percentage	Encoding	sequence_duplication_levels	Total Sequences	Sequence length	per_base_sequence_content	%GC	per_tile_sequence_quality	per_base_n_content	Sequences flagged as poor quality	File type	median_sequence_length	adapter_content	Filename	Total Bases	basic_statistics	overrepresented_sequences	avg_sequence_length	quality_trimmed	cutadapt_version	r_processed	r_with_adapters	r_written	bp_written	percent_trimmed	bp_processed	pe_antisense	pe_sense	failed	se_sense	se_antisense
SRX7551990	0	30874	0	8644	0	0	498254	3106252	0	0	0	692380	12055950	0	64.03100544	0	7719546	4474849	1553126	25.77	74.23	6027975	pass	pass	pass	warn	20.28789543	Sanger / Illumina 1.9	fail	6027975	20-150	fail	49		pass	0	Conventional base calls	150	pass	SRX7551990_val_1.fq.gz	893.2 Mbp	pass	warn	147.6550878	4448046	4.4	6033161	2019059	6033161	890368126	1.613971405	904974150	0.376	0.0259	0.5982		
SRX7551991	0	12163	0	7586	0	0	465443	2807912	0	0	0	547365	10537732	0	63.55507048	0	6697263	3864910	1403956	26.65	73.35	5268866	warn	pass	pass	warn	21.21086722	Sanger / Illumina 1.9	fail	5268866	20-150	fail	49		pass	0	Conventional base calls	150	pass	SRX7551991_val_1.fq.gz	782.1 Mbp	pass	warn	147.9095025	505666	4.4	5273755	1856349	5273755	782878961	1.034593504	791063250	0.3618	0.0262	0.612		
SRX8694706	0	34284	0	3030	0	0	200635	2037978	0	0	0	328616	7659890	0	65.99764487	0	5055347	2810956	1018989	26.61	73.39	3829945	warn	pass	pass	warn	17.17096602	Sanger / Illumina 1.9	fail	3829945	20-150	fail	49		pass	0	Conventional base calls	150	pass	SRX8694706_val_1.fq.gz	570.5 Mbp	pass	warn	148.4020254	197151	4.4	3830848	1347579	3830848	570678485	0.687178574	574627200	0.3921	0.0204	0.5876		
SRX8694707	0	31659	0	3824	0	0	227435	2354854	0	0	0	358974	8781526	0	66.1021786	0	5804780	3213336	1177427	26.82	73.18	4390763	pass	pass	pass	warn	16.71990599	Sanger / Illumina 1.9	fail	4390763	20-150	fail	49		pass	0	Conventional base calls	150	pass	SRX8694707_val_1.fq.gz	654.7 Mbp	pass	warn	148.5449636	597058	4.4	4391994	1370731	4391994	654771206	0.611399439	658799100	0.3856	0.0201	0.5942		
SRX8694708	0	54952	0	3785	0	0	241770	2319912	0	0	0	375569	8754854	0	65.77912093	0	5758866	3217471	1159956	26.5	73.5	4377427	pass	pass	pass	warn	22.11261519	Sanger / Illumina 1.9	fail	4377427	20-150	fail	48		pass	0	Conventional base calls	150	pass	SRX8694708_val_2.fq.gz	652.5 Mbp	pass	warn	148.541784	545985	4.4	4378565	1375072	4378565	652586061	0.639279307	656784750	0.3854	0.0211	0.5935		
SRX8694709	0	65722	0	3458	0	0	228625	2144496	0	0	0	351232	8485686	0	67.07946771	0	5692153	3170595	1072248	25.27	74.73	4242843	pass	pass	pass	warn	20.6984383	Sanger / Illumina 1.9	fail	4242843	20-150	fail	48		pass	0	Conventional base calls	150	pass	SRX8694709_val_2.fq.gz	632.3 Mbp	pass	warn	148.5156872	209377	4.4	4243471	1496114	4243471	632260660	0.669261869	636520650	0.3954	0.02	0.5845		
SRX8694710	0	69498	0	4926	0	0	374238	2312574	0	0	0	422801	10630648	0	70.04851445	0	7446611	4159037	1156287	21.75	78.25	5315324	warn	pass	pass	warn	12.65966426	Sanger / Illumina 1.9	fail	5315324	20-150	fail	49		pass	0	Conventional base calls	150	pass	SRX8694710_val_1.fq.gz	792 Mbp	pass	warn	148.4382548	558379	4.4	5316375	1661868	5316375	792170904	0.66277567	797456250	0.3713	0.0189	0.6097		
SRX8694711	0	111554	0	4014	0	0	287823	1771976	0	0	0	345514	8335608	0	69.75768294	0	5814727	3281816	885988	21.26	78.74	4167804	warn	pass	pass	warn	13.95141355	Sanger / Illumina 1.9	fail	4167804	21-150	fail	49		pass	0	Conventional base calls	150	pass	SRX8694711_val_1.fq.gz	621.1 Mbp	pass	warn	148.4632236	174129	4.4	4168553	1461252	4168553	621231125	0.647998638	625282950	0.386	0.0192	0.5948		
SRX8694712	0	36939	0	5706	0	0	339209	2330996	0	0	0	336029	9912644	0	69.242525	0	6863765	3790824	1165498	23.52	76.48	4956322	warn	pass	pass	warn	13.37452902	Sanger / Illumina 1.9	fail	4956322	20-150	fail	49		pass	0	Conventional base calls	150	pass	SRX8694712_val_1.fq.gz	738.6 Mbp	pass	warn	148.4581516	238821	4.4	4957862	1760547	4957862	738882908	0.644954351	743679300	0.4013	0.0191	0.5797		
SRX8694713	0	42151	0	4942	0	0	244275	1725270	0	0	0	277604	7737006	0	70.34716013	0	5442764	3005868	862635	22.3	77.7	3868503	warn	pass	pass	warn	14.87224917	Sanger / Illumina 1.9	fail	3868503	20-150	fail	49		pass	0	Conventional base calls	150	pass	SRX8694713_val_1.fq.gz	576.2 Mbp	pass	warn	148.3822918	536512	4.4	3869558	1201863	3869558	576294288	0.713158454	580433700	0.3854	0.0173	0.5973		
SRX8694714	0	37213	0	4945	0	0	282162	1898346	0	0	0	311275	8362866	0	69.70008846	0	5828925	3232260	949173	22.7	77.3	4181433	warn	pass	pass	warn	15.19118439	Sanger / Illumina 1.9	fail	4181433	21-150	fail	49		pass	0	Conventional base calls	150	pass	SRX8694714_val_1.fq.gz	623.1 Mbp	pass	warn	148.4418509	448479	4.4	4182219	1300067	4182219	623305766	0.64193737	627332850	0.3961	0.0187	0.5852		
SRX8694715	0	59169	0	4883	0	0	324628	2077810	0	0	0	401296	8864384	0	67.64822011	0	5996598	3393287	1038905	23.44	76.56	4432192	warn	pass	pass	warn	15.04806934	Sanger / Illumina 1.9	fail	4432192	20-150	fail	49		pass	0	Conventional base calls	150	pass	SRX8694715_val_1.fq.gz	660.2 Mbp	pass	warn	148.3771249	222286	4.4	4433007	1598906	4433007	660332605	0.694554133	664951050	0.4022	0.0214	0.5764		
SRX8694716	0	166327	0	4359	0	0	301242	1811328	0	0	0	367432	8258268	0	67.9026159	0	5607580	3223470	905664	21.93	78.07	4129134	warn	pass	pass	warn	14.73163334	Sanger / Illumina 1.9	fail	4129134	20-150	fail	49		pass	0	Conventional base calls	150	pass	SRX8694716_val_1.fq.gz	614.8 Mbp	pass	warn	148.3428169	238711	4.4	4130502	1464398	4130502	615063521	0.728205111	619575300	0.3947	0.0198	0.5855		
SRX8694717	0	93500	0	5509	0	0	367193	2181786	0	0	0	459725	9912546	0	68.64869026	0	6804833	3865380	1090893	22.01	77.99	4956273	warn	pass	pass	warn	13.57676689	Sanger / Illumina 1.9	fail	4956273	21-150	fail	49		pass	0	Conventional base calls	150	pass	SRX8694717_val_1.fq.gz	737.9 Mbp	pass	warn	148.3227595	658655	4.4	4957663	1579076	4957663	738109931	0.744909984	743649450	0.3885	0.0214	0.59		
SRX8694718	0	40697	0	4777	0	0	243824	2097080	0	0	0	292524	8514454	0	68.53700778	0	5835552	3208687	1048540	24.63	75.37	4257227	warn	pass	pass	warn	21.35029039	Sanger / Illumina 1.9	fail	4257227	20-150	fail	48		pass	0	Conventional base calls	150	pass	SRX8694718_val_2.fq.gz	634.6 Mbp	pass	pass	148.5414219	556702	4.4	4258353	1325682	4258353	634640797	0.643778318	638752950	0.4103	0.0186	0.5711		
SRX8694719	0	385463	0	4488	0	0	293346	1775518	0	0	0	357676	8291528	0	66.03170127	0	5475037	3258005	887759	21.41	78.59	4145764	warn	pass	pass	warn	20.00384973	Sanger / Illumina 1.9	fail	4145764	20-150	fail	48		pass	0	Conventional base calls	150	pass	SRX8694719_val_2.fq.gz	617.5 Mbp	pass	warn	148.4287487	199817	4.4	4146953	1448856	4146953	617703728	0.697575947	622042950	0.4143	0.0194	0.5663		
SRX8694720	0	71940	0	4368	0	0	252307	1558832	0	0	0	265891	7496920	0	71.2770311	0	5343582	2969044	779416	20.79	79.21	3748460	warn	pass	pass	warn	18.89963386	Sanger / Illumina 1.9	fail	3748460	20-150	fail	49		pass	0	Conventional base calls	150	pass	SRX8694720_val_2.fq.gz	558.3 Mbp	pass	warn	148.4278698	454246	4.4	3749418	1173821	3749418	558328888	0.726123717	562412700	0.3801	0.0173	0.6026		
SRX8694721	0	51199	0	3631	0	0	311558	1951554	0	0	0	354760	8349168	0	67.98840316	0	5676466	3198807	975777	23.37	76.63	4174584	warn	pass	pass	warn	20.91110265	Sanger / Illumina 1.9	fail	4174584	20-150	fail	48		pass	0	Conventional base calls	150	pass	SRX8694721_val_2.fq.gz	621.7 Mbp	pass	warn	148.4146495	224348	4.4	4175584	1489598	4175584	621844558	0.717351473	626337600	0.3739	0.0205	0.6057		
SRX8694722	0	47917	0	4144	0	0	330360	2088470	0	0	0	360072	9396610	0	69.87250721	0	6565647	3654070	1044235	22.23	77.77	4698305	warn	pass	pass	warn	17.10417238	Sanger / Illumina 1.9	fail	4698305	20-150	fail	48		pass	0	Conventional base calls	150	pass	SRX8694722_val_2.fq.gz	699.8 Mbp	pass	warn	148.4435297	208533	4.4	4699736	1643296	4699736	699956587	0.709800579	704960400	0.3758	0.0202	0.604		
SRX8694723	0	21165	0	5000	0	0	240013	1999138	0	0	0	287850	8608458	0	70.34119235	0	6055292	3304660	999569	23.22	76.78	4304229	warn	pass	pass	warn	18.88752398	Sanger / Illumina 1.9	fail	4304229	20-150	fail	48		pass	0	Conventional base calls	150	pass	SRX8694723_val_2.fq.gz	642.2 Mbp	pass	pass	148.686246	416179	4.4	4305060	1316185	4305060	642218526	0.548265529	645759000	0.4106	0.0179	0.5715		
SRX8694724	0	43183	0	4408	0	0	249547	2070002	0	0	0	291922	8434590	0	68.47431825	0	5775528	3182294	1035001	24.54	75.46	4217295	warn	pass	pass	warn	20.74508573	Sanger / Illumina 1.9	fail	4217295	20-150	fail	48		pass	0	Conventional base calls	150	pass	SRX8694724_val_2.fq.gz	628.5 Mbp	pass	pass	148.5215149	519785	4.4	4218356	1324498	4218356	628603980	0.655772059	632753400	0.4118	0.0192	0.569		
SRX8694725	0	103199	0	4553	0	0	250398	2073124	0	0	0	283418	8771388	0	69.05059952	0	6056696	3349132	1036562	23.64	76.36	4385694	warn	pass	pass	warn	19.97213114	Sanger / Illumina 1.9	fail	4385694	20-150	fail	48		pass	0	Conventional base calls	150	pass	SRX8694725_val_2.fq.gz	653.3 Mbp	pass	pass	148.4577198	204718	4.4	4386738	1569473	4386738	653422045	0.697352642	658010700	0.4225	0.0178	0.5597		
SRX8694726	0	50939	0	5563	0	0	265710	2395196	0	0	0	300927	10440336	0	71.08967566	0	7422001	4022570	1197598	22.94	77.06	5220168	warn	pass	pass	warn	16.8842236	Sanger / Illumina 1.9	fail	5220168	20-150	fail	49		pass	0	Conventional base calls	150	pass	SRX8694726_val_2.fq.gz	779 Mbp	pass	warn	148.7177903	210987	4.4	5221117	1830971	5221117	779045137	0.526376891	783167550	0.4329	0.016	0.5511		
SRX8694727	0	47851	0	6115	0	0	270335	2475872	0	0	0	355383	10806148	0	70.79851211	0	7650592	4165138	1237936	22.91	77.09	5403074	warn	pass	pass	warn	16.92018399	Sanger / Illumina 1.9	fail	5403074	20-150	fail	49		pass	0	Conventional base calls	150	pass	SRX8694727_val_2.fq.gz	805.5 Mbp	pass	warn	148.5663265	611045	4.4	5404286	1671258	5404286	805539145	0.629593499	810642900	0.4258	0.0156	0.5587		
Kiley_A_DZM0422_Aerobic_A	0	7518164	0	44949	0	0	2499637	12228684	0	0	0	3144183	72419606	0	64.87744354753877	0	46983989	30095461	6114342	16.89	83.11	36209803	pass	pass	pass	warn	6.910584799140332	Sanger / Illumina 1.9	fail	36209803	20-150	fail	49	pass	pass	0	Conventional base calls	147	pass	Kiley_A_DZM0422_Aerobic_A_val_1.fq.gz	4.8 Gbp	pass	warn	134.87054165967157	3295003	4.4	36247731	21675561	36247731	4896779577	9.938646421758095	5437159650	0.44	0.0154	0.5446		
Kiley_A_DZM0422_Aerobic_B	0	6087630	0	42946	0	0	2515008	11882332	0	0	0	2817346	68703538	0	66.02029141497778	0	45358276	28410603	5941166	17.3	82.7	34351769	pass	pass	pass	warn	6.913304069027546	Sanger / Illumina 1.9	fail	34351769	20-150	fail	49	pass	pass	0	Conventional base calls	147	pass	Kiley_A_DZM0422_Aerobic_B_val_1.fq.gz	4.6 Gbp	pass	warn	135.64262233482066	4502869	4.4	34391133	20302869	34391133	4672222242	9.429711781	5158669950	0.4361	0.0148	0.5492		
Kiley_A_DZM0422_Aerobic_C	0	6642710	0	44281	0	0	2502691	12169608	0	0	0	2888552	69930038	0	65.32557010765531	0	45682196	28880215	6084804	17.4	82.6	34965019	pass	pass	pass	warn	7.033036434347893	Sanger / Illumina 1.9	fail	34965019	20-150	fail	49	pass	pass	0	Conventional base calls	147	pass	Kiley_A_DZM0422_Aerobic_C_val_1.fq.gz	4.7 Gbp	pass	warn	136.17092691984524	5717491	4.4	35013714	19764031	35013714	4778784596	9.011183522738166	5252057100	0.4377	0.0141	0.5483		
Kiley_A_DZM0422_Anaerobic_A	0	6462041	0	50763	0	0	2712991	12760546	0	0	0	3009980	74505040	0	66.45016095555415	0	49508719	30872247	6380273	17.13	82.87	37252520	warn	pass	pass	warn	7.283867116671291	Sanger / Illumina 1.9	fail	37252520	20-150	fail	49	pass	pass	0	Conventional base calls	147	pass	Kiley_A_DZM0422_Anaerobic_A_val_1.fq.gz	5 Gbp	pass	warn	136.30096184097076	3813057	4.4	37305687	21565339	37305687	5092031721	9.003476762135488	5595853050	0.4184	0.0136	0.5679		
Kiley_A_DZM0422_Anaerobic_B	0	5260217	0	43280	0	0	2252384	10584730	0	0	0	2777217	63007956	0	66.80129094	0	42090128	26211613	5292365	16.8	83.2	31503978	warn	pass	pass	warn	8.07516765	Sanger / Illumina 1.9	fail	31503978	20-150	fail	48	pass	pass	0	Conventional base calls	147	pass	Kiley_A_DZM0422_Anaerobic_B_val_1.fq.gz	4.2 Gbp	pass	warn	134.92771039898517	3739391	4.4	31539542	18920908	31539542	4262249405	9.906757576462798	4730931300	0.4237	0.0147	0.5616		
Kiley_A_DZM0422_Anaerobic_C	0	5803259	0	40881	0	0	2172220	9807122	0	0	0	2794219	60201208	0	65.75201447784902	0	39583507	25197043	4903561	16.29	83.71	30100604	warn	pass	pass	warn	7.868127330424492	Sanger / Illumina 1.9	fail	30100604	20-150	fail	49	pass	pass	0	Conventional base calls	147	pass	Kiley_A_DZM0422_Anaerobic_C_val_1.fq.gz	4 Gbp	pass	warn	135.60105647713914	5303579	4.4	30134885	17217789	30134885	4095236079	9.402097071218291	4520232750	0.429	0.0177	0.5533		
Kiley_A_WT_Aerobic_A	0	6271314	0	42279	0	0	2272662	11667606	0	0	0	3048833	65414252	0	64.37673245885316	0	42111558	26873323	5833803	17.84	82.16	32707126	warn	pass	pass	warn	9.017727181998689	Sanger / Illumina 1.9	fail	32707126	20-150	fail	48	pass	pass	0	Conventional base calls	147	pass	Kiley_A_WT_Aerobic_A_val_2.fq.gz	4.4 Gbp	pass	warn	135.2828769791635	6103641	4.4	32745805	18914956	32745805	4439206710	9.622892459049334	4911870750	0.4431	0.0171	0.5398		
Kiley_A_WT_Aerobic_B	0	5896871	0	37077	0	0	2037694	9920290	0	0	0	2505148	58020246	0	64.84489224675126	0	37623166	24049978	4960145	17.1	82.9	29010123	warn	pass	pass	warn	8.494421290489026	Sanger / Illumina 1.9	fail	29010123	20-150	fail	48	pass	pass	0	Conventional base calls	147	pass	Kiley_A_WT_Aerobic_B_val_2.fq.gz	3.9 Gbp	pass	warn	135.38483590710732	5199299	4.4	29040526	16617305	29040526	3939820333	9.555808711361957	4356078900	0.4478	0.0152	0.537		
Kiley_A_WT_Aerobic_C	0	5845546	0	41918	0	0	2411344	10950516	0	0	0	2544567	64781114	0	66.35764707596724	0	42987223	26915299	5475258	16.9	83.1	32390557	warn	pass	pass	warn	8.099954606946312	Sanger / Illumina 1.9	fail	32390557	20-150	fail	48	pass	pass	0	Conventional base calls	147	pass	Kiley_A_WT_Aerobic_C_val_2.fq.gz	4.4 Gbp	pass	warn	135.71782726675556	4095928	4.4	32429765	19000116	32429765	4407145446	9.401225571631494	4864464750	0.4332	0.0152	0.5516		
Kiley_A_WT_Anaerobic_A	0	6313191	0	41289	0	0	2053176	9710904	0	0	0	2542857	60451246	0	65.82135461690896	0	39789829	25370171	4855452	16.06	83.94	30225623	warn	pass	pass	warn	8.466492162445425	Sanger / Illumina 1.9	fail	30225623	20-150	fail	48	pass	pass	0	Conventional base calls	147	pass	Kiley_A_WT_Anaerobic_A_val_1.fq.gz	4 Gbp	pass	warn	132.70050843947865	6540000	4.4	30272223	18699940	30272223	4023919289	11.383684662559029	4540833450	0.4388	0.0137	0.5476		
Kiley_A_WT_Anaerobic_C	0	3930540	0	39298	0	0	2224120	9237700	0	0	0	2359505	56518136	0	68.52132030681265	0	38726973	23640218	4618850	16.34	83.66	28259068	warn	pass	pass	warn	7.833877401480474	Sanger / Illumina 1.9	fail	28259068	20-150	fail	48	pass	pass	0	Conventional base calls	147	pass	Kiley_A_WT_Anaerobic_C_val_1.fq.gz	3.8 Gbp	pass	warn	136.25766677797017	3887172	4.4	28293671	16802742	28293671	3860963448	9.02645217	4244050650	0.4095	0.0171	0.5735		
Kiley_B_Dfur_-O2_A	0	1779	0	4755	0	0	351063	1609768	0	0	0	779234	8243634	0	66.68218167	0	5497035	3316933	804884	19.53	80.47	4121817	pass	pass	pass	warn	8.329508962185669	Sanger / Illumina 1.9	fail	4121817	21-150	fail	48	pass	pass	0	Conventional base calls	150	pass	Kiley_B_Dfur_-O2_A_val_1.fq.gz	596.9 Mbp	pass	warn	144.3711724707817	210803	4.4	4123705	1232538	4123705	597258331	0.3195334827641042	599172889	0.2349	0.0644	0.7007		
Kiley_B_Dfur_-O2_B	0	1136	0	5338	0	0	362123	1717838	0	0	0	771986	8558948	0	66.60312692634656	0	5700527	3420555	858919	20.07	79.93	4279474	warn	pass	pass	warn	8.450677183389427	Sanger / Illumina 1.9	fail	4279474	20-150	fail	48	pass	pass	0	Conventional base calls	150	pass	Kiley_B_Dfur_-O2_B_val_1.fq.gz	619.4 Mbp	pass	warn	144.2800951705747	199212	4.4	4281130	1287464	4281130	619675349	0.3185883201952607	621655872	0.7711	0.0044	0.2245		
Kiley_B_Dfur_-O2_C	0	1706	0	4425	0	0	317594	1482594	0	0	0	668303	7431676	0	66.70169689851926	0	4957054	2974541	741297	19.95	80.05	3715838	warn	pass	pass	warn	8.576773594657464	Sanger / Illumina 1.9	fail	3715838	20-150	fail	48	pass	pass	0	Conventional base calls	150	pass	Kiley_B_Dfur_-O2_C_val_1.fq.gz	537 Mbp	pass	warn	144.06888190497003	479471	4.4	3717905	1024320	3717905	537112169	0.3511724341944238	539005006	0.5314	0.0334	0.4352		
Kiley_B_DrsuR_-O2_A	0	1519	0	4418	0	0	332932	1418210	0	0	0	454736	7423844	0	70.20660725090667	0	5212029	3002817	709105	19.1	80.9	3711922	warn	pass	pass	warn	9.379903898	Sanger / Illumina 1.9	fail	3711922	20-150	fail	48	pass	pass	0	Conventional base calls	150	pass	Kiley_B_DrsuR_-O2_A_val_2.fq.gz	535.1 Mbp	pass	warn	143.76245890942752	378066	4.4	3713426	987309	3713426	535226732	0.3282097769928449	536989183	0.6066	0.0008	0.3927		
Kiley_B_DrsuR_-O2_B	0	1693	0	5191	0	0	367102	1547506	0	0	0	500693	8184904	0	70.40667795248423	0	5762719	3318699	773753	18.91	81.09	4092452	warn	pass	pass	warn	9.611291923	Sanger / Illumina 1.9	fail	4092452	20-150	fail	48	pass	pass	0	Conventional base calls	150	pass	Kiley_B_DrsuR_-O2_B_val_2.fq.gz	591 Mbp	pass	warn	143.9902325060868	446680	4.4	4094233	1100947	4094233	591048494	0.3350351593109275	593035371	0.2367	0.0076	0.7557		
Kiley_B_DrsuR_-O2_C	0	1377	0	6006	0	0	436944	1795768	0	0	0	580279	9585932	0	70.57798866088348	0	6765558	3895082	897884	18.73	81.27	4792966	warn	pass	pass	warn	8.414637685463534	Sanger / Illumina 1.9	fail	4792966	20-150	fail	48	pass	pass	0	Conventional base calls	150	pass	Kiley_B_DrsuR_-O2_C_val_2.fq.gz	692.3 Mbp	pass	warn	144.02852137903753	205050	4.4	4795012	1426991	4795012	692489662	0.3194298242692831	694708769	0.5353	0.0417	0.4231		
Kiley_B_WT_+O2_Ctrl_A	0	2005	0	4652	0	0	343382	1460612	0	0	0	552312	7644502	0	69.08937953054365	0	5281539	3091945	730306	19.11	80.89	3822251	warn	pass	pass	warn	11.593868799675144	Sanger / Illumina 1.9	fail	3822251	20-150	fail	48	pass	pass	0	Conventional base calls	150	pass	Kiley_B_WT_+O2_Ctrl_A_val_1.fq.gz	550.2 Mbp	pass	warn	143.52225717254046	164298	4.4	3823184	1148107	3823184	550383159	0.3244771167045568	552174840	0.4281	0.0254	0.5464		
Kiley_B_WT_+O2_Ctrl_B	0	1656	0	3946	0	0	300814	1307718	0	0	0	482824	6695504	0	68.68110302077334	0	4598546	2693893	653859	19.53	80.47	3347752	warn	pass	pass	warn	10.112589079727805	Sanger / Illumina 1.9	fail	3347752	21-150	fail	48	pass	pass	0	Conventional base calls	150	pass	Kiley_B_WT_+O2_Ctrl_B_val_1.fq.gz	480.5 Mbp	pass	warn	143.09738923313316	161555	4.4	3348814	982865	3348814	480648286	0.3230715695735092	482206157	0.4656	0.0076	0.5268		
Kiley_B_WT_+O2_Ctrl_C	0	2066	0	4709	0	0	339053	1528782	0	0	0	558041	7818566	0	68.88622542803886	0	5385915	3144892	764391	19.55	80.45	3909283	warn	pass	pass	warn	9.600945377474105	Sanger / Illumina 1.9	fail	3909283	20-150	fail	48	pass	pass	0	Conventional base calls	150	pass	Kiley_B_WT_+O2_Ctrl_C_val_1.fq.gz	560.2 Mbp	pass	warn	142.88124190548498	438069	4.4	3911176	1030174	3911176	560402495	0.3355123170424071	562289044	0.722	0.0039	0.2741		
Kiley_B_WT_+O2_Paraquat_A	0	2419	0	4656	0	0	356823	1582490	0	0	0	519342	7907266	0	68.81690839792161	0	5441536	3162388	791245	20.01	79.99	3953633	warn	pass	pass	warn	9.569581602492306	Sanger / Illumina 1.9	fail	3953633	20-150	fail	48	pass	pass	0	Conventional base calls	150	pass	Kiley_B_WT_+O2_Paraquat_A_val_1.fq.gz	569.1 Mbp	pass	warn	143.4993999190112	188706	4.4	3955065	1149038	3955065	569305780	0.3150502707515903	571105048	0.46	0.0352	0.5048		
Kiley_B_WT_+O2_Paraquat_B	0	1287	0	3723	0	0	295369	1287938	0	0	0	415380	6521320	0	69.27467138554772	0	4517623	2616691	643969	19.75	80.25	3260660	warn	pass	pass	warn	10.83116234213302	Sanger / Illumina 1.9	fail	3260660	20-150	fail	48	pass	pass	0	Conventional base calls	150	pass	Kiley_B_WT_+O2_Paraquat_B_val_1.fq.gz	467.7 Mbp	pass	warn	142.99982917568835	152341	4.4	3261971	959349	3261971	467881911	0.3210599782976135	469388931	0.432	0.0328	0.5352		
Kiley_B_WT_+O2_Paraquat_C	0	2086	0	5795	0	0	439488	1800232	0	0	0	675991	9617518	0	69.60138780088585	0	6693926	3908643	900116	18.72	81.28	4808759	warn	pass	pass	warn	7.865225569018697	Sanger / Illumina 1.9	fail	4808759	20-150	fail	48	pass	pass	0	Conventional base calls	147	pass	Kiley_B_WT_+O2_Paraquat_C_val_1.fq.gz	688.8 Mbp	pass	warn	142.80997758465332	547519	4.4	4811238	1290506	4811238	688974526	0.3418320544745611	691337740	0.2746	0.0152	0.7102		
Kiley_B_WT_-O2_Ctrl_A	0	2019	0	5537	0	0	375481	1491220	0	0	0	512976	8324860	0	71.32404629026794	0	5937627	3416820	745610	17.91	82.09	4162430	warn	pass	pass	warn	8.212169562225263	Sanger / Illumina 1.9	fail	4162430	20-150	fail	48	pass	pass	0	Conventional base calls	150	pass	Kiley_B_WT_-O2_Ctrl_A_val_1.fq.gz	600.4 Mbp	pass	warn	143.81142986188357	329768	4.4	4163528	1134763	4163528	600636459	0.3200681669773103	602565078	0.1446	0.0142	0.8412		
Kiley_B_WT_-O2_Ctrl_B	0	1754	0	4093	0	0	272990	1179728	0	0	0	356731	6233902	0	70.88026087031845	0	4418606	2527087	589864	18.92	81.08	3116951	warn	pass	pass	warn	11.527356209527364	Sanger / Illumina 1.9	fail	3116951	20-150	fail	48	pass	pass	0	Conventional base calls	150	pass	Kiley_B_WT_-O2_Ctrl_B_val_1.fq.gz	449.3 Mbp	pass	warn	143.72840702340204	815860	4.4	3121594	845857	3121594	449416064	0.4430125369998881	451415893	0.4647	0.0206	0.5147		
Kiley_B_WT_-O2_Ctrl_C	0	1586	0	5445	0	0	368891	1507076	0	0	0	498254	8217678	0	71.02281204	0	5836426	3355301	753538	18.34	81.66	4108839	warn	pass	pass	warn	7.829329001	Sanger / Illumina 1.9	fail	4108839	20-150	fail	48	pass	pass	0	Conventional base calls	150	pass	Kiley_B_WT_-O2_Ctrl_C_val_1.fq.gz	592.7 Mbp	pass	warn	143.82820378213896	167050	4.4	4112318	1227852	4112318	593272614	0.3218015483371573	595187938	0.1231	0.007	0.8698		
Kiley_B_WT_-O2_NoFe_A	0	1459	0	5337	0	0	366304	1476720	0	0	0	494856	8278092	0	71.67613020005092	0	5933416	3400686	738360	17.84	82.16	4139046	warn	pass	pass	warn	10.572866599302454	Sanger / Illumina 1.9	fail	4139046	20-150	fail	48	pass	pass	0	Conventional base calls	150	pass	Kiley_B_WT_-O2_NoFe_A_val_2.fq.gz	593.5 Mbp	pass	warn	143.0061188	467057	4.4	4141057	1095846	4141057	593628050	0.3362553941145406	595630891	0.6109	0.0772	0.3118		
Kiley_B_WT_-O2_NoFe_B	0	2244	0	6217	0	0	444224	1890244	0	0	0	607706	9920730	0	70.25788424843736	0	6970095	4015243	945122	19.05	80.95	4960365	warn	pass	pass	warn	9.359213031958658	Sanger / Illumina 1.9	fail	4960365	20-150	fail	48	pass	pass	0	Conventional base calls	150	pass	Kiley_B_WT_-O2_NoFe_B_val_2.fq.gz	714.2 Mbp	pass	warn	143.5700080538428	528523	4.4	4962544	1340396	4962544	714290375	0.335413456	716694264	0.3677	0.024	0.6083		
Kiley_B_WT_-O2_NoFe_C	0	1484	0	5613	0	0	393075	1759882	0	0	0	501537	8774586	0	69.66704754	0	6112995	3507352	879941	20.06	79.94	4387293	warn	pass	pass	warn	11.772899688949444	Sanger / Illumina 1.9	fail	4387293	20-150	fail	48	pass	pass	0	Conventional base calls	150	pass	Kiley_B_WT_-O2_NoFe_C_val_2.fq.gz	635 Mbp	pass	warn	144.30381080087426	188194	4.4	4388971	1323328	4388971	635110428	0.3232618446743447	637170156	0.4162	0.0261	0.5577		
Kiley_B_WT_-O2_NoFe_DIP_A	0	852	0	4058	0	0	288758	1275296	0	0	0	372267	6435194	0	69.83414952214339	0	4493963	2579949	637648	19.82	80.18	3217597	warn	pass	pass	warn	8.983994219	Sanger / Illumina 1.9	fail	3217597	20-150	fail	48	pass	pass	0	Conventional base calls	150	pass	Kiley_B_WT_-O2_NoFe_DIP_A_val_1.fq.gz	465 Mbp	pass	warn	144.06587897738592	139579	4.4	3221548	965957	3221548	465570084	0.323288873	467080102	0.7134	0.0267	0.2599		
